size	colour	x	y	key	showSelectedlegendcolour	clickSelects	PANEL	fill
2.17787186984743	#00C094	6.841	57.2364146341463	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	3	#00C094
3.53304522000188	#A58AFF	7.7	32.9898780487805	Afghanistan	South Asia	Afghanistan	3	#A58AFF
2.66945113053176	#C49A00	5.458	65.8294390243903	Albania	Europe & Central Asia (all income levels)	Albania	3	#C49A00
2.72649533521842	#C49A00	3.979	67.9847317073171	Armenia	Europe & Central Asia (all income levels)	Armenia	3	#C49A00
3.14288871157574	#FB61D7	7.43	34.9891707317073	Angola	Sub-Saharan Africa (all income levels)	Angola	3	#FB61D7
4.31739198854635	#53B400	3.058	65.6258780487805	Argentina	Latin America & Caribbean (all income levels)	Argentina	3	#53B400
3.32250388725949	#C49A00	2.685	69.7221951219512	Austria	Europe & Central Asia (all income levels)	Austria	3	#C49A00
3.65573231830885	#F8766D	2.977	70.850243902439	Australia	East Asia & Pacific (all income levels)	Australia	3	#F8766D
2.10094285098988	#53B400	3.842	67.369756097561	Aruba	Latin America & Caribbean (all income levels)	Aruba	3	#53B400
3.04896017156734	#C49A00	5.352	62.8618292682927	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	3	#C49A00
2.92254849358739	#C49A00	3.495	63.2692926829268	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	3	#C49A00
2.23039226457749	#53B400	3.963	66.8380243902439	Barbados	Latin America & Caribbean (all income levels)	Barbados	3	#53B400
5.71275759221373	#A58AFF	6.871	50.2293902439024	Bangladesh	South Asia	Bangladesh	3	#A58AFF
3.50916780524732	#C49A00	2.613	70.6253658536586	Belgium	Europe & Central Asia (all income levels)	Belgium	3	#C49A00
3.11524400665217	#FB61D7	6.454	38.3574390243902	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	3	#FB61D7
3.40498548000825	#C49A00	2.09	71.2939024390244	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	3	#C49A00
2.20377235586283	#00C094	7.165	58.6348048780488	Bahrain	Middle East & North Africa (all income levels)	Bahrain	3	#00C094
2.85939888953397	#FB61D7	6.801	42.8061463414634	Burundi	Sub-Saharan Africa (all income levels)	Burundi	3	#FB61D7
2.79428919031315	#FB61D7	6.544	37.1129756097561	Benin	Sub-Saharan Africa (all income levels)	Benin	3	#FB61D7
2.14517007248216	#F8766D	6.068	64.8935853658537	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	3	#F8766D
2.9489761510689	#53B400	6.593	44.2182195121951	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	3	#53B400
6.50955416647758	#53B400	5.815	56.6708292682927	Brazil	Latin America & Caribbean (all income levels)	Brazil	3	#53B400
2.17355607258308	#53B400	4.057	64.9793170731707	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	3	#53B400
2.23932372224537	#A58AFF	6.67	38.5209268292683	Bhutan	South Asia	Bhutan	3	#A58AFF
2.37417366473705	#FB61D7	6.693	52.2675365853659	Botswana	Sub-Saharan Africa (all income levels)	Botswana	3	#FB61D7
3.43937845439348	#C49A00	2.27	69.4581951219512	Belarus	Europe & Central Asia (all income levels)	Belarus	3	#C49A00
2.148132839528	#53B400	6.4	63.4774146341463	Belize	Latin America & Caribbean (all income levels)	Belize	3	#53B400
4.17709917059862	#00B6EB	3.115	71.8721951219512	Canada	North America	Canada	3	#00B6EB
4.04533164069332	#FB61D7	6.089	42.1804878048781	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	Congo, Dem. Rep.	3	#FB61D7
2.62754649702626	#FB61D7	5.937	38.7263658536585	Central African Republic	Sub-Saharan Africa (all income levels)	Central African Republic	3	#FB61D7
2.52485877401317	#FB61D7	6.098	51.429512195122	Congo, Rep.	Sub-Saharan Africa (all income levels)	Congo, Rep.	3	#FB61D7
3.18662131941585	#C49A00	2.568	72.2017073170732	Switzerland	Europe & Central Asia (all income levels)	Switzerland	3	#C49A00
