size	colour	x	y	key	showSelectedlegendcolour	clickSelects	PANEL	fill
2.15027589949552	#00C094	6.893	53.7608292682927	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	3	#00C094
3.48323870722225	#A58AFF	7.7	31.8320243902439	Afghanistan	South Asia	Afghanistan	3	#A58AFF
2.64091557329399	#C49A00	5.808	64.1623414634146	Albania	Europe & Central Asia (all income levels)	Albania	3	#C49A00
2.69208923000007	#C49A00	4.435	66.701487804878	Armenia	Europe & Central Asia (all income levels)	Armenia	3	#C49A00
3.1125613787205	#FB61D7	7.385	33.7870975609756	Angola	Sub-Saharan Africa (all income levels)	Angola	3	#FB61D7
4.26486420730456	#53B400	3.089	65.389243902439	Argentina	Latin America & Caribbean (all income levels)	Argentina	3	#53B400
3.30958861482538	#C49A00	2.798	69.309512195122	Austria	Europe & Central Asia (all income levels)	Austria	3	#C49A00
3.60802073397057	#F8766D	3.442	70.9424390243903	Australia	East Asia & Pacific (all income levels)	Australia	3	#F8766D
2.09957965423382	#53B400	4.471	66.3655365853659	Aruba	Latin America & Caribbean (all income levels)	Aruba	3	#53B400
3.00047791226534	#C49A00	5.591	61.6445853658537	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	3	#C49A00
2.90453409059831	#C49A00	3.849	61.5188292682927	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	3	#C49A00
2.22893334029928	#53B400	4.269	65.6108048780488	Barbados	Latin America & Caribbean (all income levels)	Barbados	3	#53B400
5.55361891916696	#A58AFF	6.79	48.8019024390244	Bangladesh	South Asia	Bangladesh	3	#A58AFF
3.48962769237082	#C49A00	2.592	70.219512195122	Belgium	Europe & Central Asia (all income levels)	Belgium	3	#C49A00
3.09181188282702	#FB61D7	6.344	36.8775609756098	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	3	#FB61D7
3.38848477821732	#C49A00	2.24	69.4919512195122	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	3	#C49A00
2.19516753905773	#00C094	7.168	54.6219756097561	Bahrain	Middle East & North Africa (all income levels)	Bahrain	3	#00C094
2.83311871304422	#FB61D7	6.801	41.8668780487805	Burundi	Sub-Saharan Africa (all income levels)	Burundi	3	#FB61D7
2.7744474854402	#FB61D7	6.394	36.179243902439	Benin	Sub-Saharan Africa (all income levels)	Benin	3	#FB61D7
2.1340139258189	#F8766D	6.448	63.4029756097561	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	3	#F8766D
2.9172506926451	#53B400	6.648	43.2725365853659	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	3	#53B400
6.31582761415579	#53B400	6.143	55.411756097561	Brazil	Latin America & Caribbean (all income levels)	Brazil	3	#53B400
2.15984348750918	#53B400	4.45	63.9529512195122	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	3	#53B400
2.23011169535295	#A58AFF	6.67	37.5782195121951	Bhutan	South Asia	Bhutan	3	#A58AFF
