size	colour	x	y	key	showSelectedlegendcolour	clickSelects	PANEL	fill
2.63863684624776	#00C094	4.566	71.861243902439	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	3	#00C094
3.64311459662319	#A58AFF	7.937	42.0211951219512	Afghanistan	South Asia	Afghanistan	3	#A58AFF
2.90387948338419	#C49A00	3.38	71.7542195121951	Albania	Europe & Central Asia (all income levels)	Albania	3	#C49A00
2.92213791883176	#C49A00	2.565	67.9126097560976	Armenia	Europe & Central Asia (all income levels)	Armenia	3	#C49A00
3.55537668259952	#FB61D7	7.182	41.091243902439	Angola	Sub-Saharan Africa (all income levels)	Angola	3	#FB61D7
4.78407358668468	#53B400	3.016	71.2921707317073	Argentina	Latin America & Caribbean (all income levels)	Argentina	3	#53B400
3.35390754826571	#C49A00	1.45	75.2480487804878	Austria	Europe & Central Asia (all income levels)	Austria	3	#C49A00
4.01233388720725	#F8766D	1.838	76.7136585365854	Australia	East Asia & Pacific (all income levels)	Australia	3	#F8766D
2.10523591484369	#53B400	2.272	73.3444878048781	Aruba	Latin America & Caribbean (all income levels)	Aruba	3	#53B400
3.30721145292091	#C49A00	2.8	65.0892682926829	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	3	#C49A00
3.04953164285725	#C49A00	1.775	68.8140243902439	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	3	#C49A00
2.24219967172561	#53B400	1.758	74.2505365853659	Barbados	Latin America & Caribbean (all income levels)	Barbados	3	#53B400
7.02528702671333	#A58AFF	4.728	58.9580731707317	Bangladesh	South Asia	Bangladesh	3	#A58AFF
3.54656160048053	#C49A00	1.58	75.6326829268293	Belgium	Europe & Central Asia (all income levels)	Belgium	3	#C49A00
3.43684954901746	#FB61D7	6.889	48.3846341463415	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	3	#FB61D7
3.46156223069601	#C49A00	1.9	71.7224390243903	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	3	#C49A00
2.33517526356145	#00C094	3.852	72.3097073170732	Bahrain	Middle East & North Africa (all income levels)	Bahrain	3	#00C094
3.1445219144423	#FB61D7	6.508	46.8498048780488	Burundi	Sub-Saharan Africa (all income levels)	Burundi	3	#FB61D7
3.07802708528977	#FB61D7	6.805	48.1980487804878	Benin	Sub-Saharan Africa (all income levels)	Benin	3	#FB61D7
2.23783090392023	#F8766D	3.608	73.3810975609756	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	3	#F8766D
3.2632868158388	#53B400	4.952	58.2189268292683	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	3	#53B400
7.95397295758936	#53B400	2.917	65.9543658536585	Brazil	Latin America & Caribbean (all income levels)	Brazil	3	#53B400
2.2389028392372	#53B400	2.654	69.4268048780488	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	3	#53B400
2.35214169416542	#A58AFF	5.907	51.8628780487805	Bhutan	South Asia	Bhutan	3	#A58AFF
2.56586225916233	#FB61D7	4.863	64.0963902439024	Botswana	Sub-Saharan Africa (all income levels)	Botswana	3	#FB61D7
3.56456051735469	#C49A00	2.03	71.5878048780488	Belarus	Europe & Central Asia (all income levels)	Belarus	3	#C49A00
2.20140454501983	#53B400	4.584	72.3260487804878	Belize	Latin America & Caribbean (all income levels)	Belize	3	#53B400
4.56828603450131	#00B6EB	1.77	77.0656097560976	Canada	North America	Canada	3	#00B6EB
4.85070200203729	#FB61D7	7.047	46.7759024390244	Congo, Dem. Rep.	Sub-Saharan Africa (all income levels)	Congo, Dem. Rep.	3	#FB61D7
2.82688830176057	#FB61D7	5.826	49.1595609756098	Central African Republic	Sub-Saharan Africa (all income levels)	Central African Republic	3	#FB61D7
2.7454651681028	#FB61D7	5.431	56.573512195122	Congo, Rep.	Sub-Saharan Africa (all income levels)	Congo, Rep.	3	#FB61D7
3.26436006144931	#C49A00	1.56	77.4212195121951	Switzerland	Europe & Central Asia (all income levels)	Switzerland	3	#C49A00
3.67908875755611	#FB61D7	6.399	52.8558536585366	Cote d'Ivoire	Sub-Saharan Africa (all income levels)	Cote d'Ivoire	3	#FB61D7
3.76789456077999	#53B400	2.64	73.2819024390244	Chile	Latin America & Caribbean (all income levels)	Chile	3	#53B400
3.67950861951998	#FB61D7	6.004	53.3008780487805	Cameroon	Sub-Saharan Africa (all income levels)	Cameroon	3	#FB61D7
18.4209579913331	#F8766D	2.444	69.2469268292683	China	East Asia & Pacific (all income levels)	China	3	#F8766D
4.80507214952454	#53B400	3.155	68.1778292682927	Colombia	Latin America & Caribbean (all income levels)	Colombia	3	#53B400
2.84841236299941	#53B400	3.254	75.5396585365854	Costa Rica	Latin America & Caribbean (all income levels)	Costa Rica	3	#53B400
3.59007421172603	#53B400	1.785	74.4300487804878	Cuba	Latin America & Caribbean (all income levels)	Cuba	3	#53B400
2.28251857842641	#FB61D7	5.441	64.6254878048781	Cape Verde	Sub-Saharan Africa (all income levels)	Cape Verde	3	#FB61D7
2.42119268581048	#C49A00	2.43	76.344268292683	Cyprus	Europe & Central Asia (all income levels)	Cyprus	3	#C49A00
3.57921078717562	#C49A00	1.874	71.6756097560976	Czech Republic	Europe & Central Asia (all income levels)	Czech Republic	3	#C49A00
6.3565380798546	#C49A00	1.42	75.1228780487805	Germany	Europe & Central Asia (all income levels)	Germany	3	#C49A00
2.36246535431997	#00C094	6.267	51.1088048780488	Djibouti	Middle East & North Africa (all income levels)	Djibouti	3	#00C094
3.11066591331703	#C49A00	1.62	74.799756097561	Denmark	Europe & Central Asia (all income levels)	Denmark	3	#C49A00
3.30674603468485	#53B400	3.537	67.2051463414634	Dominican Republic	Latin America & Caribbean (all income levels)	Dominican Republic	3	#53B400
4.48226150814443	#00C094	4.954	66.6150731707317	Algeria	Middle East & North Africa (all income levels)	Algeria	3	#00C094
3.5425951931421	#53B400	3.793	68.3415365853659	Ecuador	Latin America & Caribbean (all income levels)	Ecuador	3	#53B400
2.61185132662686	#C49A00	2.21	70.0390243902439	Estonia	Europe & Central Asia (all income levels)	Estonia	3	#C49A00
5.64748085264777	#00C094	4.522	61.368512195122	Egypt, Arab Rep.	Middle East & North Africa (all income levels)	Egypt, Arab Rep.	3	#00C094
2.87751976550867	#FB61D7	6.26	47.4790243902439	Eritrea	Sub-Saharan Africa (all income levels)	Eritrea	3	#FB61D7
5.05729931760114	#C49A00	1.36	76.8136585365854	Spain	Europe & Central Asia (all income levels)	Spain	3	#C49A00
5.34509131438873	#FB61D7	7.083	46.5579024390244	Ethiopia	Sub-Saharan Africa (all income levels)	Ethiopia	3	#FB61D7
3.09225843054451	#C49A00	1.71	74.7921951219512	Finland	Europe & Central Asia (all income levels)	Finland	3	#C49A00
2.41348415945719	#F8766D	3.427	65.3438536585366	Fiji	East Asia & Pacific (all income levels)	Fiji	3	#F8766D
2.13799817678213	#F8766D	5.052	66.0845853658537	Micronesia, Fed. Sts.	East Asia & Pacific (all income levels)	Micronesia, Fed. Sts.	3	#F8766D
5.74228525861854	#C49A00	1.79	76.3487804878049	France	Europe & Central Asia (all income levels)	France	3	#C49A00
2.46738236847669	#FB61D7	5.187	61.0672682926829	Gabon	Sub-Saharan Africa (all income levels)	Gabon	3	#FB61D7
