size	colour	x	y	key	showSelectedlegendcolour	clickSelects	PANEL	fill
3.42520250872178	#00C094	1.749	76.5736097560976	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	3	#00C094
4.6156602650049	#A58AFF	6.288	48.2821951219512	Afghanistan	South Asia	Afghanistan	3	#A58AFF
2.86931428954884	#C49A00	1.536	76.9009512195122	Albania	Europe & Central Asia (all income levels)	Albania	3	#C49A00
2.84303969172127	#C49A00	1.736	73.7835609756098	Armenia	Europe & Central Asia (all income levels)	Armenia	3	#C49A00
4.1699527951741	#FB61D7	5.443	50.6536585365854	Angola	Sub-Saharan Africa (all income levels)	Angola	3	#FB61D7
5.11907078183204	#53B400	2.211	75.6321463414634	Argentina	Latin America & Caribbean (all income levels)	Argentina	3	#53B400
3.42081805808322	#C49A00	1.44	80.3829268292683	Austria	Europe & Central Asia (all income levels)	Austria	3	#C49A00
4.30547639731898	#F8766D	1.87	81.6951219512195	Australia	East Asia & Pacific (all income levels)	Australia	3	#F8766D
2.14440507000068	#53B400	1.699	74.9751707317073	Aruba	Latin America & Caribbean (all income levels)	Aruba	3	#53B400
3.47611548580665	#C49A00	1.92	70.5065121951219	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	3	#C49A00
2.96095115333557	#C49A00	1.148	75.4004390243903	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	3	#C49A00
2.25288825518682	#53B400	1.551	76.5728292682927	Barbados	Latin America & Caribbean (all income levels)	Barbados	3	#53B400
8.03533613732212	#A58AFF	2.245	68.6348048780488	Bangladesh	South Asia	Bangladesh	3	#A58AFF
3.61949149795599	#C49A00	1.84	80.2341463414634	Belgium	Europe & Central Asia (all income levels)	Belgium	3	#C49A00
3.93451827813068	#FB61D7	5.85	54.9241951219512	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	3	#FB61D7
3.34629466221783	#C49A00	1.49	73.5121951219512	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	3	#C49A00
2.5459313305854	#00C094	2.54	75.0238292682927	Bahrain	Middle East & North Africa (all income levels)	Bahrain	3	#00C094
3.4906124431247	#FB61D7	4.338	49.8772195121951	Burundi	Sub-Saharan Africa (all income levels)	Burundi	3	#FB61D7
