size	colour	x	y	key	showSelectedlegendcolour	clickSelects	PANEL	fill
3.27874130236922	#00C094	1.839	76.2213414634146	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	3	#00C094
4.55195924886459	#A58AFF	6.559	47.5385609756098	Afghanistan	South Asia	Afghanistan	3	#A58AFF
2.87021016286758	#C49A00	1.59	76.620756097561	Albania	Europe & Central Asia (all income levels)	Albania	3	#C49A00
2.84503769435193	#C49A00	1.734	73.4959512195122	Armenia	Europe & Central Asia (all income levels)	Armenia	3	#C49A00
4.10025564754505	#FB61D7	5.736	49.8474146341463	Angola	Sub-Saharan Africa (all income levels)	Angola	3	#FB61D7
5.0919759187802	#53B400	2.24	75.2925365853659	Argentina	Latin America & Caribbean (all income levels)	Argentina	3	#53B400
3.41632821889924	#C49A00	1.41	80.2341463414634	Austria	Europe & Central Asia (all income levels)	Austria	3	#C49A00
4.26960126806494	#F8766D	1.933	81.3951219512195	Australia	East Asia & Pacific (all income levels)	Australia	3	#F8766D
2.14419375293235	#53B400	1.726	74.6819268292683	Aruba	Latin America & Caribbean (all income levels)	Aruba	3	#53B400
3.45216649547919	#C49A00	1.9	70.0678536585366	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	3	#C49A00
2.96286470867059	#C49A00	1.168	75.1063170731708	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	3	#C49A00
2.25156845440081	#53B400	1.529	76.2643658536585	Barbados	Latin America & Caribbean (all income levels)	Barbados	3	#53B400
7.97198832073562	#A58AFF	2.356	68.0040243902439	Bangladesh	South Asia	Bangladesh	3	#A58AFF
3.6056184311044	#C49A00	1.86	79.6804878048781	Belgium	Europe & Central Asia (all income levels)	Belgium	3	#C49A00
3.87885136649022	#FB61D7	5.924	53.9824878048781	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	3	#FB61D7
3.35424827553357	#C49A00	1.48	72.9634146341463	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	3	#C49A00
2.51515498446922	#00C094	2.595	74.7586097560976	Bahrain	Middle East & North Africa (all income levels)	Bahrain	3	#00C094
3.44057368456672	#FB61D7	4.597	48.975756097561	Burundi	Sub-Saharan Africa (all income levels)	Burundi	3	#FB61D7
3.46948372230689	#FB61D7	5.44	54.7873170731707	Benin	Sub-Saharan Africa (all income levels)	Benin	3	#FB61D7
2.10998588225753	#00B6EB	1.7592	79.0038048780488	Bermuda	North America	Bermuda	3	#00B6EB
2.29982428152651	#F8766D	2.092	77.6622926829268	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	3	#F8766D
3.53846682131695	#53B400	3.475	65.6580975609756	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	3	#53B400
8.79864764107333	#53B400	1.895	72.4270975609756	Brazil	Latin America & Caribbean (all income levels)	Brazil	3	#53B400
2.28342622752873	#53B400	1.888	74.6938536585366	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	3	#53B400
2.40399044290246	#A58AFF	2.565	66.1513170731707	Bhutan	South Asia	Bhutan	3	#A58AFF
2.68006421217203	#FB61D7	2.857	52.6636829268293	Botswana	Sub-Saharan Africa (all income levels)	Botswana	3	#FB61D7
3.51429686215341	#C49A00	1.42	70.4560975609756	Belarus	Europe & Central Asia (all income levels)	Belarus	3	#C49A00
2.25907876365771	#53B400	2.905	75.377512195122	Belize	Latin America & Caribbean (all income levels)	Belize	3	#53B400
4.83330416533754	#00B6EB	1.6808	80.9648780487805	Canada	North America	Canada	3	#00B6EB
