size	colour	x	y	key	showSelectedlegendcolour	clickSelects	PANEL	fill
2.60125375888251	#00C094	4.86	71.2575365853659	United Arab Emirates	Middle East & North Africa (all income levels)	United Arab Emirates	3	#00C094
3.63191108403174	#A58AFF	7.893	41.399	Afghanistan	South Asia	Afghanistan	3	#A58AFF
2.10800765889947	#53B400	1.9	73.0082926829268	Antigua and Barbuda	Latin America & Caribbean (all income levels)	Antigua and Barbuda	3	#53B400
2.88325670927282	#C49A00	3.65	71.7749268292683	Albania	Europe & Central Asia (all income levels)	Albania	3	#C49A00
2.91087237409803	#C49A00	2.549	68.5769268292683	Armenia	Europe & Central Asia (all income levels)	Armenia	3	#C49A00
3.51692286121265	#FB61D7	7.202	40.9779756097561	Angola	Sub-Saharan Africa (all income levels)	Angola	3	#FB61D7
4.74413983635025	#53B400	3.056	70.9223902439024	Argentina	Latin America & Caribbean (all income levels)	Argentina	3	#53B400
3.34989738216121	#C49A00	1.42	74.6692682926829	Austria	Europe & Central Asia (all income levels)	Austria	3	#C49A00
3.97908797121174	#F8766D	1.845	76.1517073170732	Australia	East Asia & Pacific (all income levels)	Australia	3	#F8766D
2.10615159716447	#53B400	2.307	73.2427073170732	Aruba	Latin America & Caribbean (all income levels)	Aruba	3	#53B400
3.28698946884935	#C49A00	2.9026	65.5259268292683	Azerbaijan	Europe & Central Asia (all income levels)	Azerbaijan	3	#C49A00
3.03854402577166	#C49A00	1.887	71.0824146341463	Bosnia and Herzegovina	Europe & Central Asia (all income levels)	Bosnia and Herzegovina	3	#C49A00
2.24123084222972	#53B400	1.786	73.8416341463415	Barbados	Latin America & Caribbean (all income levels)	Barbados	3	#53B400
6.89646525187525	#A58AFF	5.126	57.9363658536585	Bangladesh	South Asia	Bangladesh	3	#A58AFF
3.54129516079337	#C49A00	1.55	75.3658536585366	Belgium	Europe & Central Asia (all income levels)	Belgium	3	#C49A00
3.39947660571683	#FB61D7	6.965	48.2338292682927	Burkina Faso	Sub-Saharan Africa (all income levels)	Burkina Faso	3	#FB61D7
3.46932508923013	#C49A00	1.96	71.5268292682927	Bulgaria	Europe & Central Asia (all income levels)	Bulgaria	3	#C49A00
2.32341312309047	#00C094	4.124	71.9515853658537	Bahrain	Middle East & North Africa (all income levels)	Bahrain	3	#00C094
3.10785318903514	#FB61D7	6.494	47.8301463414634	Burundi	Sub-Saharan Africa (all income levels)	Burundi	3	#FB61D7
3.04508975205506	#FB61D7	6.904	47.402756097561	Benin	Sub-Saharan Africa (all income levels)	Benin	3	#FB61D7
2.23075189823824	#F8766D	3.715	72.8234878048781	Brunei Darussalam	East Asia & Pacific (all income levels)	Brunei Darussalam	3	#F8766D
3.23389963482257	#53B400	5.029	57.0088780487805	Bolivia	Latin America & Caribbean (all income levels)	Bolivia	3	#53B400
7.84547390087577	#53B400	3.17	65.1934634146342	Brazil	Latin America & Caribbean (all income levels)	Brazil	3	#53B400
2.23459290347906	#53B400	2.728	69.3271219512195	Bahamas, The	Latin America & Caribbean (all income levels)	Bahamas, The	3	#53B400
2.34230910917262	#A58AFF	6.141	50.5361463414634	Bhutan	South Asia	Bhutan	3	#A58AFF
2.54852056583304	#FB61D7	5.214	63.6917804878049	Botswana	Sub-Saharan Africa (all income levels)	Botswana	3	#FB61D7
3.56000885066391	#C49A00	2.03	70.990243902439	Belarus	Europe & Central Asia (all income levels)	Belarus	3	#C49A00
